Key;English;Spanish;German;Polish;French;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
claim_the_adriatic_desc;After the claims in Venice, the Italians of the Adriatic claim their Italian, not Austrian, nationality. We must please them as soon as possible for the safety of these people, since they could rebel and the Austrian Empire could take action against them...;x;
mexican_manifiest_destinity_title;Mexican Manifest Destinity;x;
mexican_manifiest_destinity_desc;The United States are weak for economic and military reasons, we must take this opportunity to reclaim much of your country for our freedom and right of our nation. Our managers have discovered plans very similar to these but in the opposite way, so what we have done has been to reverse them in our favor.;x;
treaty_of_rio_de_janeiro_title;Treaty of Rio de Janeiro;x;
treaty_of_rio_de_janeiro_desc;The nation of Brazil has always had great ambitions to occupy most of the Amazonas in the name of the emperor. The Colombians still have a part of this great forest left, so we do not expect much resistance. Long live the Brazilian Empire!;x;
restore_brazil_protectorate_title;Restore The Brazilian Protectorate;x;
restore_brazil_protectorate_desc;Brazil has been one of our objectives since we changed the country's government. We can take it back and make it again a great Portuguese protectorate of great prestige...;x;
reform_peru_bolivia_title;Reunify Peru-Bolivia;x;
reform_peru_bolivia_desc;Since the fall of the old Peru-Bolivian confederation there have been several nationalist groups in our nation that have wanted to reunify this country again. For this reason and for the glory of the Confederacy, we must restore this union as soon as possible.;x;
reclaim_byzantine_territories_title;Reclaim the Ancient Byzantine Territories;x;
reclaim_byzantine_territories_desc;After the restoration of the Byzantine Empire, we can start our last move against our enemy the Ottoman Empire. It consists of reclaiming all the cores that once belonged to this glorious empire that was once the heir to Rome... Glory to the Byzantine Empire!;x;
refuse_usa_destinity_title;Refuse American Manifest Destinity;x;
refuse_usa_destinity_desc;The americans claimed all our northern territories and we can't allow that, with the recent war with them, they defeated and we now refuse to the paper of the "treaty" with us. Long life Mexico!;x;
expand_liberia_territories_title;Expand The Liberty;x;
expand_liberia_territories_desc;After the Berlin conference held by the European powers, the United States influenced them to give us some territories near our borders to improve American influence in Africa... Furthermore, the great powers agreed on this proposal and now we can claim what agreed.;x;
chinese_unification_title;Unify China;x;
chinese_unification_desc;For a long time, the different Chinese peoples have been at odds with each other, fighting senseless wars claiming territories from the Chinese population... Now that we have conquered all the remaining Chinese towns, we can finish the unification of the country by reorganizing the administration of the states Chinese that we control.;x;
conquer_hokkaido_island_title;Conquer Kita Ezo;x;
conquer_hokkaido_island_desc;After our complete unification, we can expand our national territory occupying the Hokkaido Island and incorporating it into our great nation, that island is a Japanese rightful territory. This will increase tensions with the Russian Empire and could lead to war in the future.;x;
sign_st_petersburg_treaty_title;Sign St. Petersburg Treaty;x;
sign_st_petersburg_treaty_desc;The recent Japanese unification has caused tensions to increase between both countries. The best decision we can make is to agree to a treaty by which we will occupy the north of Kita Ezo and the Japanese will occupy the south of it. Our diplomats agree with this treaty so it is the only thing we can do to end tensions...;x;
centralize_peru_bolivia_title;Centralize The Confederation;x;
centralize_peru_bolivia_desc;The states of the confederation have caused various problems to the central power of the nation and our advisors have recommended us to carry out a centralization process for the region of Peru... The unification process will require an immediate war only with South Peru, since the northern region will be occupied without much resistance thanks to the governor, who is in favor of this decision...;x;
form_tukulor_empire_title;Form The Tukulor Empire;x;
form_tukulor_empire_desc;The african nations also have union nations to form and be stronger, the problem are the so-called "civilized nations" that want to make us a protectorate, for this reason, we need to unite west african countries in one and better nation: The Tukulor Empire;x;
force_treaty_of_guadalupe_hidalgo_title;Force The Signing of the Treaty of Guadalupe Hidalgo;x;
force_treaty_of_guadalupe_hidalgo_desc;After the defeat of Mexico in the so-called "American-Mexican War", we can force the Mexican government to hand over all the territories corresponding to the manifest destiny that makes our nation stand out against other unimportant powers... This is the case of Mexico.;x;
form_ethiopia_title;Unify Ethiopia;x;
form_ethiopia_desc;The Ethiopian kingdoms have been divided for many years. Now, as brothers, we must unify the nation to restore the glory of our people... The difficulties that are presented to us should not prevent us from restoring the glory of our nation.;x;
GER_french_border_treaty_title;French-German Border Treaty;x;
GER_french_border_treaty_desc;After the last war with the French, our government has considered the possibility of restoring the previously agreed borders for the German formation. These possessions were limited to the region of Alsace-Lorraine, so if we sign this agreement, the other territories will become French again and France will lose its claims in this region...;x;
found_niger_company_title;Found The $COUNTRY_ADJ$ Niger Company;x;
found_niger_company_desc;Since recent years, the colonizers $COUNTRY_ADJ$ have been increasingly interested in founding a company to manage the resources in the south of the uncivilized country of Sokoto. However, other European powers also want this region rich in natural resources, so we must hurry to make a treaty with the local tribes...;x;
organize_libya_title;Organize Lybia;x;
organize_libya_desc;After the recent conquest of Libya, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_egypt_title;Organize Egypt;x;
organize_egypt_desc;After the recent conquest of Egypt, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_mauritania_title;Organize Mauritania;x;
organize_mauritania_desc;After the recent conquest of Mauritania, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_gambia_and_senegal_title;Organize Gambia & Senegal;x;
organize_gambia_and_senegal_desc;After the recent conquest of Gambia & Senegal, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_guinea_title;Organize Guinea;x;
organize_guinea_desc;After the recent conquest of Guinea, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_sierra_leone_title;Organize Sierra Leone;x;
organize_sierra_leone_desc;After the recent conquest of Sierra Leone, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_mali_title;Organize Mali;x;
organize_mali_desc;After the recent conquest of Mali, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_ghana_title;Organize Ghana;x;
organize_ghana_desc;After the recent conquest of Ghana, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_togo_and_dahomey_title;Organize Togo & Dahomey;x;
organize_togo_and_dahomey_desc;After the recent conquest of Togo & Dahomey, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_niger_title;Organize Niger;x;
organize_niger_desc;After the recent conquest of Niger, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_nigeria_title;Organize Nigeria;x;
organize_nigeria_desc;After the recent conquest of Nigeria, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_chad_title;Organize Chad;x;
organize_chad_desc;After the recent conquest of Chad, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_central_africa_title;Organize Central Africa;x;
organize_central_africa_desc;After the recent conquest of Central Africa, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_gabon_title;Organize Gabon;x;
organize_gabon_desc;After the recent conquest of Gabon, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_the_congo_title;Organize The Congo;x;
organize_the_congo_desc;After the recent conquest of The Congo, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_bas_congo_title;Organize Bas-Congo;x;
organize_bas_congo_desc;After the recent conquest of Bas-Congo, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_eritrea_title;Organize Eritrea;x;
organize_eritrea_desc;After the recent conquest of Eritrea, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_somalia_title;Organize Somalia;x;
organize_somalia_desc;After the recent conquest of Somalia, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_kenya_title;Organize Kenya;x;
organize_kenya_desc;After the recent conquest of Kenya, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_angola_title;Organize Angola;x;
organize_angola_desc;After the recent conquest of Angola, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_zambia_and_malawi_title;Organize Zambia & Malawi;x;
organize_zambia_and_malawi_desc;After the recent conquest of Zambia & Malawi, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_tanzania_title;Organize Tanzania;x;
organize_tanzania_desc;After the recent conquest of Tanzania, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_namibia_title;Organize Namibia;x;
organize_namibia_desc;After the recent conquest of Namibia, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_botswana_and_zimbabwe_title;Organize Botswana & Zimbabwe;x;
organize_botswana_and_zimbabwe_desc;After the recent conquest of Botswana & Zimbabwe, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_mozambique_title;Organize Mozambique;x;
organize_mozambique_desc;After the recent conquest of Mozambique, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_madagascar_title;Organize Madagascar;x;
organize_madagascar_desc;After the recent conquest of Madagascar, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_morocco_title;Organize Morocco;x;
organize_morocco_desc;After the recent conquest of Morocco, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
organize_vietnam_n_laos_title;Organize Vietnam & Laos;x;
organize_vietnam_n_laos_desc;After the recent conquest of Indochina, we can now organize the colony to establish cores of civilized countries in the territory and remove the unnecessary uncivilized countries that previously inhabited these lands... \n \n We must not forget that this decision is recommended by the organization of the entire continent...;x;
buy_gold_coast_colonies_title;The Gold Coast Purchase;x;
buy_gold_coast_colonies_desc;Since the first European settlements in Europe, the Gold Coast has been one of the sites with the most colonial interest, which is why there have been many territorial changes in the area in the last century... However, our advisors believe that we can reach to an agreement with the countries in the area so that they give us the territories in exchange for economic compensation.;x;
conquest_of_the_sahara_title;Conquest of the Desert;x;
conquest_of_the_sahara_desc;After a series of agreements carried out in Europe over recent years that have led to the expansion of the countries of the continent towards new colonies. Our nation must prevail over time as an important power and that is why we must expand towards the Sahara desert, creating new protectorates...;x;
kinshasa_treaty_title;The River Congo Expedition;x;
kinshasa_treaty_desc;After decades searching for a colony, we have settled firmly in the Congo... Now by orders of Leopold II, we must declare the Congo Free State in the area, under his complete and indisputable mandate. The region will be governed solely by the monarch and blockades will be imposed on trade with Europe from the Congo. Long live Leopold II!;x;
lunda_treaty_title;The Tanganyika Lake Expedition;x;
lunda_treaty_desc;Since our expedition to the Congo River, our explorers believe that there is a lake at the end of the river that would mark the end of the Belgian Congo... We must find that river before another power does so and appropriates it, we must act.;x;
build_the_titanic_title;Build The Titanic;x;
build_the_titanic_desc;The great powers have lately been improving their ships to the point of creating ships that are almost impossible to shoot down naturally. To demonstrate our maritime power we must develop the best passenger ship built to date to demonstrate our hegemony on the seas... This new and indestructible ship will be named "R.M.S. Titanic".;x;
knigths_golden_circle_title;Knights of the Golden Circle;x;
knigths_golden_circle_desc;Since our independence from The United States of America, we've founded the company of the K.O.T.G.C that was the principal cassus belli for the American Civil War. Now that we are safely independent, our high government charges such as George W. l. Bikley were demanding us some changes in the country... We've also talked with our army commanders to give them reasons to support us in this reform over the country. We think it's the time to become a new and better nation...;x;
the_nicholas_reforms_title;The Nicholas II Reforms;x;
the_nicholas_reforms_desc;The reign of Nicholas II has only recently begun, so it was to be expected that he would one day try to implement some reforms to the country... \nThe first of them begins with the change of the flag to one that better represents the Russian people and state. Apart from that, the Russian council has approved the establishment of an authoritarian monarchy that will improve the stability of the country...;x;
viceregal_lands_title;The Viceregal Lands;x;
viceregal_lands_desc;After our recent conquest of some parts of the American continent, we can now give their rightful lands to the Spanish Viceroyalties;x;
tanzimat_education_ref_title;Tanzimat: Education Reform;x;
tanzimat_education_ref_desc;The Tanzimat reforms are important for the survival and modernization of our country, so we must undertake a series of progressive reforms in order to make effective changes in our nation... With the educational reform, we will improve the teaching capacity in our educational centers.;x;
tanzimat_army_ref_title;Tanzimat: Army Reform;x;
tanzimat_army_ref_desc;The Tanzimat reforms are important for the survival of our country and its modernization, so we must undertake a series of progressive reforms in order to make effective changes in our nation... With military reform, we will achieve an increase in efficiency in the armies.;x;
tanzimat_bureaucracy_ref_title;Tanzimat: Bureaucracy Reform;x;
tanzimat_bureaucracy_ref_desc;The Tanzimat reforms are important for the survival and modernization of our country, so we must undertake a series of progressive reforms in order to make effective changes in our nation... With bureaucratic reform, we will achieve a clear improvement in the management of territory and wealth.;x;
ruler_of_balkan_title;Ruler of The Balkans;x;
ruler_of_balkan_desc;A few years ago we reunited the Byzantine Empire and, together with it, many peoples separated for centuries were reunited... Now that the situation is better, we can claim former territories of the new Empire. This is the case of the Balkans, which were an important and extensive area of our nation.;x;
ruler_of_ankara_title;Ruler of Ankara;x;
ruler_of_ankara_desc;A few years ago we reunited the Byzantine Empire and, together with it, many peoples separated for centuries were reunited... Now that the situation is better, we can claim former territories of the new Empire. This is the case of the Anatolian peninsula, a large amount of territory that is located near our precious capital.;x;
ruler_of_east_title;Ruler of The East;x;
ruler_of_east_desc;After some aggressive conquests against the Ottoman Empire, we have decided that it must disappear... So we must reclaim all the territories that this nation has in its possession to prevent a power surge at the hands of this failed Muslim country. Glory to the Byzantine Empire!;x;
