Key;English;Spanish;German;Polish;French;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTOPTB50513;We have other plans;x;
EVTNAME50212;The $FROMCOUNTRY_ADJ$ Liberation;x;
EVTDESC50212;The constant pressures on $CAPITAL$ for being an Ottoman vassal have led us to think why we should continue being their puppets if we can declare our independence... The Ottomans are no longer what they were before and we can stop depending on them. Glory to $COUNTRY$!;x;
EVTOPTA50212;Glory to $COUNTRY$!;x;
EVTNAME50213;Rebellion in $FROMCOUNTRY$;x;
EVTDESC50213;The constant pressures on their capital for being our vassal has led them to think about why they should continue being our puppets if they can declare their independence... Our Empire is falling down and we are not the same as we were before, so we can't do nothing now to avoid this rebellion.;x;
EVTOPTA50213;Declare war on $FROMCOUNTRY$!;x;
EVTOPTB50213;There is nothing we can do;x;
EVTNAME51103;The Richmond Treaty;x;
EVTDESC51103;After the American Civil War and the need to reach a treaty, the great officials of both countries met today in Richmond to carry out the treaty that will mark new borders on the American continent... The issues agreed upon in this Extraordinary event must be respected by both parties to achieve good rapport between neighboring countries.;x;
EVTOPTA51103;Dismantle USA;x;
EVTOPTB51103;Sign an equal treaty;x;
EVTOPTC51103;Glory to CSA!;x;
EVTNAME51104;The Confederate Demands;x;
EVTOPTA51104;We are defeated;x;
EVTNAME51612;The Heavenly Kingdom;x;
EVTDESC51612;A secret leader supported by a large group of Christians is crumbling institutions in the south of our nation. It is said that he is taking refuge in one of the camps conquered by his militia army. It is not known about his origin, but his objective is to destroy everything that is related to the Manchus in China... Let's hope it doesn't cause direct problems for our dynasty.;x;
EVTOPTA51612;Crush Them!;x;
EVTNAME51614;Heavenly Kingdom Spreads!;x;
EVTDESC51614;According to information from our army commanders in $STATENAME$, the senior officials of the army of the so-called "Heavenly Kingdom" have positioned their peaceful troops in $PROVINCENAME$ and carried out a peaceful integration of the place... The Qing commanders from the area have seen a large number of people praising their arrival, this cannot be good!;x;
EVTOPTA51614;Oh no...;x;
EVTNAME51613;Jintian Uprising;x;
EVTDESC51613;On the morning of 11th january of $YEAR$, the revolutionaries of the "Heavenly Kingdom" have retaliated against the Manchu population of the city of Jintian, using the excuse that they did not allow the "Troops of God" to enter. The way of thinking of these revolutionaries gives us a lot to think about... \n \n We have been informed by secret spies hired by the emperor to study the cause of these constant battles against Qing authority. Our duty is to put an end to this rebellion before it is too late...;x;
EVTOPTA51613;This cannot be worse!;x;
EVTNAME51900;Unification Uprising;x;
EVTDESC51900;The $COUNRTY_ADJ$ authorities have reported this morning a coup against the total independence of our nation. According to recent reports, the objective of this uprising has been immediate annexation to the new $UNION$... We do not rule out being able to take control of the government again but we must choose what to do now.;x;
EVTOPTA51900;Remain calm;x;
EVTOPTB51900;Take control of $CAPITAL$!;x;
EVTNAME51901;$FROMCOUNTRY$ Petitions for annexation;x;
EVTDESC51901;This morning, $FROMCOUNTRY$ ambassadors reported a pro-unification coup d'etat for the $UNION_ADJ$ unification, creating a provisional government and calling for immediate unification with us... According to the former $FROMCOUNTRY_ADJ$ government, unification is in our hands and they must do everything possible to collaborate with this mission.;x;
EVTOPTA51901;Accept the proposal;x;
EVTOPTB51901;No, $FROMCOUNTRY_ADJ$ scum!;x;
EVTNAME51902;Rebellion in $FROMCOUNTRY$;x;
EVTDESC51902;This morning, $FROMCOUNTRY$ ambassadors reported a pro-unification coup d'etat for the $UNION_ADJ$ unification, being expelled from the government and immediately imprisoned... According to the former $FROMCOUNTRY_ADJ$ government, unification is not in our hands and their authority is greater than ours;x;
EVTNAME50514;The London $YEAR$ Treaty;x;
EVTDESC50514;While Belgium's de facto independence from The Netherlands had been established by force of arms during the Belgian revolution of 1831, it had not been confirmed de jure by The Netherlands until the signing of the Treaty of London. In 1839 The Netherlands, along with all the Great Powers of Europe, signed the treaty, which formally established Belgium's independence and neutrality. By signing the treaty we will lose our claim to Belgium, but our standing in the eyes of the world will improve.;x;
EVTOPTA50514;Sign it!;x;
EVTNAME51701;The True German Unifier;x;
EVTDESC51701;After decades of assimilation, the population of Holstein has decided after a civil war that they want to be part of the Unified Germany, which includes that we add it to the list of countries to be sphered to achieve the long-awaited Germany... \n The Prussians have achieved an important victory for our nation, that is why we must help Prussia so that it can form the nation expected by the German population.;x;
EVTOPTA51701;Destiny awaits us!;x;
EVTOPTB51701;I do not care about the Prussians;x;
EVTNAME50308;The Rise of $COUNTRY$;x;
EVTDESC50308;The constant evolution of our country in recent decades has meant an advance in how other nations know us... From this moment on, we will not be just another African nation, but rather we will encompass the entire continent, calling ourselves the legendary Songhai Empire. \n Furthermore, the colonizing European nations will no longer see us as insignificant countries, so our duty from now on will be to defend the continent from these foreign invasions. Long live the Songhai Empire!;x;
EVTOPTA50308;Welcome to the Songhai Empire;x;
EVTNAME50303;Lagos Slave Trade;x;
EVTDESC50303;Since our government reform abolishing slavery, our goal has been to bring this reform to the rest of the world. In this way we would prevent this injustice from continuing to happen... \n \n We have been investigating certain ports on the African continent lately and we have found indications that in the port of Lagos this action is carried out in an abusive manner by the rulers of the people residing in the area. We must do something about this if we want the other powers to take us seriously.;x;
EVTOPTA50303;Demand the port control;x;
EVTOPTB50303;We are not interested in that port;x;
EVTNAME50309;The United Kingdom intervenes in our affairs!;x;
EVTDESC50309;The English colonists discovered the slave trade in the port of Lagos. Our economy is based on this abusive sale and we must give an almost immediate response. If we give a negative answer, the English will forcibly take away our port and we cannot face a war with such an advanced nation. Our advisors recommend that we give in...;x;
EVTOPTA50309;We can't do anything;x;
EVTOPTB50309;Then is war!;x;
EVTNAME38501;The Sultan Protocol;x;
EVTOPTB38501;We'll reign Zanzibar now;x;
EVTNAME50310;$FROMCOUNTRY$ Demands our annexation!;x;
EVTDESC50310;After the so-called "Berlin Conference", the European powers have agreed to our annexation by force without our consent... \n \n However, our advisors recommend that it is best to give in to the demands to avoid an immediate war against the Europeans. There is nothing we can do...;x;
EVTOPTA50310;Accept the annexation;x;
EVTOPTB50310;Try to negotiate;x;
EVTNAME50520;The $FROMCOUNTRY_ADJ$ Colonies;x;
EVTDESC50520;After the fall of $FROMCOUNTRY$, the countries that made up its nation have been separating, thus creating opportunities for expansion in its colonies... Our question now is whether we want to obtain some of its colonies or not we want to influence its former territory.;x;
EVTOPTA50520;We are interested in the $FROMCOUNTRY_ADJ$ colonies;x;
EVTOPTB50520;We only wanted to limit the power of $FROMCOUNTRY$, we are NOT interested;x;
EVTNAME50516;Searching a candidate for our annexation;x;
EVTDESC50516;After our independence, we are looking for a candidate to carry out our annexation...;x;
EVTOPTA50516;Look for one!;x;
EVTNAME50515;The fate of $FROMCOUNTRY$;x;
EVTDESC50515;After the process of transfering provinces of the dismantled empire, the nation of $FROMCOUNTRY$ made a petition for annex the country. Long live $COUNTRY$!;x;
EVTOPTA50515;Accept the control of $FROMCOUNTRY$;x;
EVTOPTB50515;Create a new dependent state of $COUNTRY$;x;
EVTOPTC50515;We only want to exert influence over the nation;x;
EVTOPTD50515;We don't want that colony;x;
EVTNAME50517;Searching another candidate for annexation;x;
EVTDESC50517;$FROMCOUNTRY$ did not want to annex us so now we need to search another candidate to annex us;x;
EVTOPTA50517;Look for a new one!;x;
EVTNAME50311;$FROMCOUNTRY_ADJ$ Imperialism;x;
EVTDESC50311;$FROMCOUNTRY$ has made a diplomatic move on the Gold Coast to carry out an expansion in the area... As a country that owns some colonies in the area, the $FROMCOUNTRY_ADJ$ have asked us for those territories in exchange for economic compensation rewarding. Our advisors believe that we should not put up any resistance and give up the territories.;x;
EVTOPTA50311;We accept!;x;
EVTOPTB50311;That territories are important for us!;x;
EVTNAME50312;The Belgian Congo Proposal;x;
EVTNAME50313;The Belgian Congo;x;
EVTNAME50314;Congo Proposal Rejected!;x;
EVTOPTA50312;We vote for Belgium!;x;
EVTOPTB50312;We vote against it!;x;
EVTOPTA50313;Welcome to the Belgian Congo;x;
EVTOPTA50314;That's not good;x;
CONGOCONFERENCEDESC;After the conference where the great powers met to agree on the future of the African continent, our nation has sent a successful expedition with the permission of the majority of the existing great powers... \n \n After the expedition commanded by Belgian advisors , it can be said that the Kongo nation is now under our direct rule.;x;
EVTNAME51303;The Boer Question;x;
EVTDESC51303;Since our nation's conquest of the Cape Colony, the Boer republics were formed in the north of the English colony, creating constant tensions. Therefore, we must take advantage of the occasion of the division of Africa to put an end to these rebellious nations as soon as possible.;x;
EVTOPTA51303;Demand the annexation!;x;
EVTOPTB51303;Now it isn't the time;x;
EVTOPTA51902;Rebel Scum!;x;
EVTNAME19357;Titanic Sinks!;x;
EVTDESC19357;At 11:40 p.m. an iceberg was spotted immediately ahead of the Titanic and the bridge was alerted. The First Officer ordered the ship to be steered around the obstacle and the engines to be put in reverse, but it was too late: the starboard side struck the iceberg, creating a series of holes below the waterline. Five of the ship's watertight compartments were breached. It soon became clear that the ship was doomed, as it could not survive more than four compartments being flooded. It began sinking bow-first, with water spilling from compartment to compartment as its angle in the water became steeper. Ships in $YEAR$ were seen as largely unsinkable and lifeboats were intended to transfer passengers to nearby rescue vessels so Titanic only had enough lifeboats to carry about half of those on board. More than 1500 people died, the biggest toll in history. The disaster was greeted with worldwide shock and outrage at the huge loss of life and the regulatory and operational failures that had led to it.;x;
EVTOPTA19357;Oh no...;x;
EVTNAME19358;The Successful Voyage of the Titanic;x;
EVTDESC19358;The Titanic, the biggest ocean liner ever built, has successfully reached its destination. Thousands of happy passengers pour down from the ship and in a new land as tales of the ship luxury and quality spread throughout the world. Undoubtedly, $COUNTRY_ADJ$ name will be forever remembered in history for this feat.;x;
EVTOPTA19358;A great day for $COUNTRY$;x;
EVTNAME51304;The United Kingdom Demands;x;
EVTDESC51304;Since The United Kingdom conquered the Cape Colony, we established our countries in the north of the colony, creating constant tensions between us. However, recently the british took care of our territories and now they demand our anexation!;x;
EVTOPTA51304;Then is war!;x;
EVTOPTB51304;We accept the demands...;x;
EVTNAME50317;Rebellion in $FROMCOUNTRY$;x;
EVTDESC50317;Our ambassadors anounced this morning a diplomatic revolt in $FROMCOUNTRY$, this is a bad new considering our control over the zone... The locals pops are also attacking exploration posts and city halls, we need to send the army to avoid another rebellion in the near future and a colonial independence.;x;
EVTOPTA50317;This is a war declaration!;x;
EVTOPTB50317;We've other concerns;x;
EVTNAME50316;The Protectorate of $FROMCOUNTRY$;x;
EVTDESC50316;Our ambassadors anounced this morning a diplomatic peaceful movement in the capital of $FROMCOUNTRY, this is a good new considering our control over the zone and the possibility to increase it in the future... The locals pops are also in favor of the annexation and they are rebelling against the local governments. Now, it's the moment to highly increase the influence over Africa;x;
EVTOPTA50316;Annex it!;x;
EVTOPTB50316;We've other concerns;x;
EVTNAME50315;$SPHERE_OWNER$ sends negotiators!;x;
EVTDESC50315;The country of $SPHERE_OWNER$ wants our annexation and peaceful collaboration to establish a new government in our country... We've talked with the colonists of the zone and they say that we are under the "control" of $SPHERE_OWNER$ and now we are their next objective on the list;x;
EVTOPTA50315;There is nothing we can do;x;
EVTOPTB50315;We refuse the protectorate!;x;
EVTNAME50206;The Sick Man of Europe;x;
SICKMANDESC;The constant presence of Europeans in the Ottoman Empire has determined that the country is in clear political, social and economic decline... For this reason, the high commands of the European continent have proposed an action plan to prevent this problem from worsening and causing a large-scale war in the Balkans. \n The Balkan countries have agreed to reach a treaty that benefits all countries equally to avoid a second war in the future.;x;
EVTOPTA50206;Our Empire is falling down;x;
EVTNAME50207;The Eastern Question;x;
EVTOPTA50207;We're interested in holding The Congress;x;
EVTOPTB50207;We've other concerns right now;x;
EVTNAME50208;The Congress of $CAPITAL$;x;
EVTOPTA50208;The stability in the Balkans is most important;x;
EVTOPTB50208;The Empire must keep strong;x;
EVTOPTC50208;We don't need changes in the Balkans;x;
EVTNAME50210;The Balkan's Destiny;x;
EVTOPTA50210;It could be worse...;x;
EVTOPTA50210;We do NOT accept the demands, WAR!;x;
EVTNAME50214;The Empire Prevails;x;
EVTOPTA50214;I guess is necessary...;x;
EVTNAME50215;The Istambul Treaty;x;
EVTOPTA50215;We hoped a worse result...;x;
EVTNAME51615;The British Interests Over Us;x;
2OPIUMWARDESC;Some time ago, the so-called "Opium War" began between the Qing and the British, triggering a large-scale conflict on the Asian continent... However, lately, orders for opium in the Qing Empire have increased significantly to the point that demand exceeds supply. This has led to excessive price increases and discontent among the government and consumers... The kindling has already been laid, all that is needed is a spark to ignite it.;x;
EVTOPTA51615;That's not good;x;
EVTOPTB51615;We agree with the demands;x;
EVTNAME51616;China refuses to our comercial demands;x;
EVTOPTA51616;We can't allow this lack of respect!;x;
EVTOPTB51616;We've other concerns right now...;x;
EVTNAME50101;Our Demands in The East;x;
EVTDESC50101;The $FROMCOUNTRY_ADJ$ accepted our demands and they fold, giving us the east of the Manchurian Region, in which we'll found the city of Vladivostok;x;
EVTOPTA50101;Great!;x;
EVTNAME50905;Liberal Coup D'Etat;x;
EVTDESC50905;In recent years, the liberal power has grown steadily to occupy a large part of the French parliament and to be the second most voted force. This has caused a great number of protests around the country in recent years, creating instability for preserving the monarchy in the country... The Jacobins have become stronger and this morning they have carried out a coup in the parliament, injuring 3 people from the opposition and establishing a republican state.;x;
EVTOPTA50905;Welcome to The French Empire;x;
EVTOPTB50905;We can't allow this rebellion;x;
EVTNAME50519;$FROMCOUNTRY$ Expands!;x;
EVTDESC50519;We've recently notice that $FROMCOUNTRY$ started a military campaign over us, so we can only pray for a good result in this war;x;
EVTOPTA50519;Blast!;x;
EVTNAME50518;Territorial Lost;x;
EVTDESC50518;We have recently lost a war, so now we have to agree with the demands that they demanded for us;x;
EVTOPTA50518;There's nothing we can do;x;
EVTNAME60181;Died Overlord;x;
EVTDESC60181;Our overlord have been recently conquered by another nation, so we can now be free;x;
EVTNAME50906;The French Demands;x;
EVTDESC50906;The constant advances of France into our territory have given us much to think about regarding European objectives in our country. Our monarchical council this morning received a letter from the French government in which they inform us of unprecedented demands that force us to cede some territory. They force us to cede our last port on the Mediterranean Sea and as an optional demand they offer us unconditional protection if we become their protectorate...;x;
EVTOPTA50906;The French Protection is a good option;x;
EVTOPTB50906;We don't need that port;x;
EVTOPTC50903;Then is war!;x;
EVTNAME50318;The $FROMCOUNTRY_ADJ$ Comercial Interests;x;
EVTDESC50318;The $FROMCOUNTRY_ADJ$ navy has arrived this morning on our country, holding an special congress in $CAPITAL$... They want to establish a "Protectorate" over us, creating peacefull lands with the $FROMCOUNTRY_ADJ$ protection, should we agree?;x;
EVTOPTA50318;Agree with the congress;x;
EVTOPTB50318;Egypt is an independent nation!;x;
